timestamp,text,label
2026-06-08 10:00:15,Khẩn cấp: Tài khoản BIDV số 998877665544 của chú Lê Minh Quang có dấu hiệu giao dịch bất thường. Xác minh tại https://bidv-baomat24h.org.,0
2026-06-08 10:11:08,Ngân hàng Agribank thông báo bảo trì hệ thống từ 23h00 đến 02h00 ngày mai để nâng cấp dịch vụ.,1
2026-06-08 10:12:47,Ông Phạm Quốc Hùng được nhận khoản hỗ trợ 25 triệu đồng từ quỹ an sinh xã hội. Truy cập https://hotro-congdan2026.com để đăng ký.,0
2026-06-08 10:13:18,Cục An toàn thông tin cảnh báo người dân không cung cấp mã OTP cho người lạ qua điện thoại.,1
2026-06-08 10:14:09,Chúc mừng tài khoản 0798123456 được chọn nhận iPhone miễn phí. Xác nhận tại https://iphone-qua-tang.vip.,0
2026-06-08 10:14:45,Bệnh viện Chợ Rẫy khuyến nghị người dân khám sức khỏe định kỳ để phát hiện bệnh sớm.,1
2026-06-08 10:21:20,Tài khoản MB Bank của bà Nguyễn Thị Hoa sắp bị khóa. Đăng nhập ngay tại https://mb-secure-login.net.,0
2026-06-08 10:25:07,Công an TP.HCM cảnh báo thủ đoạn giả danh cán bộ điều tra yêu cầu chuyển tiền.,1
2026-06-08 10:25:37,Anh Võ Thanh Bình được chọn tham gia chương trình đầu tư lợi nhuận 30% mỗi ngày tại https://gold-profit365.com.,0
2026-06-08 10:26:57,Bộ Giáo dục công bố lịch thi tốt nghiệp THPT trên cổng thông tin chính thức.,1
2026-06-08 10:28:03,Chị Lê Thị Hạnh có bưu kiện quốc tế chưa nhận. Thanh toán phí hải quan tại https://ems-fast-delivery.co.,0
2026-06-08 10:28:34,Sở Y tế khuyến nghị người dân đeo khẩu trang tại nơi đông người khi có dịch bệnh.,1
2026-06-08 10:29:19,Tài khoản ví điện tử của ông Trần Quốc Khánh sẽ bị vô hiệu hóa trong 12 giờ tới. Xác thực tại https://momo-authentication.net.,0
2026-06-08 10:30:03,Cục Đường bộ Việt Nam thông báo điều chỉnh phí tại một số tuyến cao tốc từ tháng tới.,1
2026-06-08 10:30:51,Chúc mừng! Email [nguyenvana1980@support-mail.net](mailto:nguyenvana1980@support-mail.net) đã nhận học bổng quốc tế trị giá 200 triệu đồng.,0
2026-06-08 10:31:30,Bộ Công an khuyến cáo người dân kiểm tra nguồn tin trước khi chia sẻ trên mạng xã hội.,1
2026-06-08 10:33:02,Tài khoản số 123456789012 của bà Phạm Thu Trang được hoàn tiền 8.500.000 đồng. Xác nhận tại https://refund-bankvn.org.,0
2026-06-08 10:36:07,Bệnh viện Đại học Y Dược khuyến cáo người dân kiểm soát huyết áp thường xuyên.,1
2026-06-08 10:38:48,Khẩn cấp: CCCD của ông Đặng Minh Tuấn liên quan đến vụ án rửa tiền. Khai báo tại https://dichvu-congan24h.net.,0
2026-06-08 10:39:33,Bộ Nông nghiệp khuyến cáo nông dân theo dõi thời tiết để bảo vệ cây trồng.,1
2026-06-08 10:41:09,Chị Nguyễn Ngọc Lan được nhận khoản viện trợ quốc tế. Điền thông tin tại https://global-aid-support.com.,0
2026-06-08 10:41:48,Ngân hàng VietinBank khuyến nghị khách hàng không nhấn vào các đường link lạ trong tin nhắn SMS.,1
2026-06-08 10:43:21,Tài khoản Facebook của anh Hoàng Văn Đức vi phạm tiêu chuẩn cộng đồng. Kháng nghị tại https://facebook-support-vn.org.,0
2026-06-08 10:46:23,Sở Giáo dục thông báo thời gian tuyển sinh đầu cấp năm học mới.,1
2026-06-08 10:47:20,Chúc mừng số điện thoại 0912345678 đã trúng giải đặc biệt 500 triệu đồng. Nhận thưởng tại https://mega-lucky-prize.net.,0
2026-06-08 10:48:51,Bộ Y tế cảnh báo các quảng cáo thực phẩm chức năng thổi phồng công dụng chữa bệnh.,1
2026-06-08 10:49:54,Tài khoản Techcombank của cô Lê Mỹ Duyên phát hiện giao dịch đáng ngờ. Xác thực tại https://techcom-secure.info.,0
2026-06-08 10:50:38,Công an tỉnh Bình Dương cảnh báo thủ đoạn giả danh nhân viên giao hàng để lừa đảo.,1
2026-06-08 10:51:23,Ông Nguyễn Thanh Sơn được mời tham gia quỹ đầu tư AI với lợi nhuận cam kết 50%/tuần tại https://future-ai-invest.com.,0
2026-06-08 10:53:05,Trung tâm Kiểm soát bệnh tật khuyến nghị người dân tiêm vaccine đầy đủ theo lịch.,1
2026-06-08 10:53:48,Chị Trần Thị Bích nhận được thư thừa kế trị giá 750.000 USD từ nước ngoài. Xem chi tiết tại https://inheritance-global.org.,0
2026-06-08 10:54:38,Bộ Tài chính công bố các chính sách thuế mới áp dụng từ năm tới.,1
2026-06-08 10:56:10,Tài khoản Zalo của anh Phạm Đức Long sẽ bị khóa nếu không xác minh tại https://zalo-security-vn.net.,0
2026-06-08 10:56:54,Ngân hàng BIDV khuyến cáo khách hàng đổi mật khẩu định kỳ để tăng cường bảo mật.,1
2026-06-08 10:57:51,Chúc mừng bà Nguyễn Thị Vân nhận được khoản trợ cấp đặc biệt từ quỹ quốc tế. Đăng ký tại https://support-citizen2026.com.,0
2026-06-08 10:58:37,Bệnh viện Nhi Đồng khuyến nghị phụ huynh đưa trẻ đi khám khi có dấu hiệu sốt kéo dài.,1
2026-06-08 11:00:46,Khẩn cấp: Hệ thống phát hiện tài khoản số 456789123456 của ông Trịnh Văn Hải liên quan giao dịch bất hợp pháp.,0
2026-06-08 11:01:23,Bộ Y tế công bố chiến dịch truyền thông nâng cao nhận thức phòng chống sốt xuất huyết.,1
2026-06-08 11:02:02,Anh Lê Minh Tâm được hoàn thuế 12.400.000 đồng. Xác minh tại https://tax-refund-online.net.,0
2026-06-08 11:02:37,Công an khuyến cáo người dân không chuyển tiền cho người tự xưng là cán bộ nhà nước qua điện thoại.,1
2026-06-08 11:03:12,Chị Nguyễn Kim Ngân nhận được quà tặng từ chương trình tri ân khách hàng. Nhận tại https://gift-event-vip.com.,0
2026-06-08 11:03:56,Sở Giao thông Vận tải thông báo phân luồng giao thông trong dịp lễ.,1
2026-06-08 11:04:30,Tài khoản ngân hàng của bà Võ Thị Hương sẽ bị đóng vĩnh viễn nếu không xác nhận thông tin tại https://bank-update-now.org.,0
2026-06-08 11:05:11,Bộ Y tế khuyến nghị người dân chỉ mua thuốc tại các cơ sở được cấp phép.,1
2026-06-08 11:05:44,Chúc mừng ông Trần Văn Phúc đã trúng thưởng căn hộ cao cấp. Hoàn tất hồ sơ tại https://luxury-home-reward.net.,0
2026-06-08 11:06:22,Ngân hàng MB khuyến cáo khách hàng không chia sẻ thông tin đăng nhập cho bất kỳ ai.,1
2026-06-08 11:06:53,Anh Nguyễn Quốc Bảo được chọn tham gia chương trình đầu tư tiền số lợi nhuận 1000% mỗi tháng tại https://crypto-rich-fast.com.,0
